,Country,EdLevel,YearsCodePro,Age,Gender,Salary
36374,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,45-54 years old,Man,91780.0
36375,France,Post grad,6.0,35-44 years old,Man,74651.0
36379,India,Bachelor’s degree,6.0,25-34 years old,Man,28632.0
36382,Poland,Master’s degree,13.0,35-44 years old,Man,69375.0
36386,Italy,Less than a Bachelors,6.0,35-44 years old,Woman,21329.0
36387,Netherlands,Less than a Bachelors,13.0,25-34 years old,Man,117308.0
36388,Brazil,Bachelor’s degree,13.0,35-44 years old,Man,60000.0
36389,Italy,Less than a Bachelors,8.0,25-34 years old,Man,34126.0
36399,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,18-24 years old,Man,44728.0
36401,Spain,Bachelor’s degree,14.0,35-44 years old,Man,37325.0
36402,India,Bachelor’s degree,2.0,25-34 years old,Man,20636.0
36405,India,Master’s degree,18.0,35-44 years old,Man,68355.0
36407,Austria,Post grad,6.0,25-34 years old,Man,56304.0
36408,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,18-24 years old,Man,65332.0
36409,Hungary,Master’s degree,18.0,35-44 years old,Man,50220.0
36410,Spain,Less than a Bachelors,11.0,35-44 years old,Man,55455.0
36412,Hungary,Bachelor’s degree,17.0,35-44 years old,Man,33480.0
36413,India,Bachelor’s degree,2.0,18-24 years old,Man,15477.0
36414,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,25-34 years old,Man,109306.0
36416,France,Master’s degree,35.0,55-64 years old,Man,57588.0
36417,India,Bachelor’s degree,2.0,18-24 years old,Man,32243.0
36418,Canada,Bachelor’s degree,22.0,35-44 years old,Man,179593.0
36419,France,Master’s degree,32.0,55-64 years old,Man,76783.0
36421,Poland,Post grad,10.0,25-34 years old,Man,44400.0
36422,Argentina,Post grad,20.0,45-54 years old,Man,84000.0
36426,Germany,Less than a Bachelors,6.0,18-24 years old,Man,44539.0
36427,Germany,Less than a Bachelors,9.0,25-34 years old,Man,46068.0
36431,Other,Bachelor’s degree,1.0,18-24 years old,Man,27727.0
36436,India,Master’s degree,23.0,45-54 years old,Man,30948.0
36439,Belgium,Less than a Bachelors,8.0,35-44 years old,Man,33158.0
36441,France,Master’s degree,2.0,18-24 years old,Man,42657.0
36447,France,Master’s degree,9.0,25-34 years old,Man,45857.0
36448,France,Master’s degree,4.0,25-34 years old,Man,69318.0
36455,Russian Federation,Less than a Bachelors,2.0,25-34 years old,Man,28660.0
36457,Other,Master’s degree,2.0,25-34 years old,Man,31368.0
36458,Canada,Less than a Bachelors,6.0,25-34 years old,Man,72618.0
36461,India,Bachelor’s degree,5.0,25-34 years old,Man,15477.0
36463,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,145000.0
36467,Pakistan,Bachelor’s degree,10.0,25-34 years old,Man,17952.0
36468,Denmark,Less than a Bachelors,17.0,35-44 years old,Man,157731.0
36471,Germany,Master’s degree,10.0,25-34 years old,Man,48624.0
36474,Spain,Bachelor’s degree,2.0,18-24 years old,Man,51189.0
36475,Portugal,Master’s degree,14.0,35-44 years old,Man,133305.0
36477,Other,Bachelor’s degree,12.0,25-34 years old,Man,90647.0
36479,Brazil,Bachelor’s degree,17.0,35-44 years old,Man,27421.0
36480,Italy,Bachelor’s degree,23.0,45-54 years old,Man,31993.0
36482,France,Master’s degree,10.0,25-34 years old,Man,43512.0
36483,Belgium,Master’s degree,4.0,25-34 years old,Man,28152.0
36487,Brazil,Less than a Bachelors,3.0,18-24 years old,Man,14952.0
36490,Ukraine,Bachelor’s degree,1.0,35-44 years old,Woman,10236.0
36492,India,Bachelor’s degree,13.0,35-44 years old,Man,21925.0
36493,Turkey,Bachelor’s degree,4.0,25-34 years old,Woman,120000.0
36494,Russian Federation,Less than a Bachelors,11.0,25-34 years old,Man,39480.0
36497,Italy,Less than a Bachelors,5.0,18-24 years old,Man,31993.0
36500,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,25-34 years old,Man,175895.0
36503,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,25-34 years old,Man,38320.0
36506,Spain,Post grad,8.0,25-34 years old,Man,23040.0
36510,Spain,Post grad,23.0,45-54 years old,Man,106644.0
36512,Ukraine,Master’s degree,22.0,45-54 years old,Man,180000.0
36515,Germany,Master’s degree,22.0,45-54 years old,Man,85315.0
36516,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,25-34 years old,Man,75384.0
36519,Other,Bachelor’s degree,6.0,25-34 years old,Man,98195.0
36522,Denmark,Post grad,20.0,55-64 years old,Man,103248.0
36526,Germany,Bachelor’s degree,12.0,25-34 years old,Man,127972.0
36527,Other,Master’s degree,19.0,35-44 years old,Man,105044.0
36528,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,18-24 years old,Man,77896.0
36533,Portugal,Master’s degree,9.0,35-44 years old,Man,79983.0
36535,India,Bachelor’s degree,2.0,18-24 years old,Man,12897.0
36536,Other,Bachelor’s degree,12.0,35-44 years old,Man,102372.0
36537,Russian Federation,Post grad,14.0,35-44 years old,Man,68580.0
36538,Switzerland,Bachelor’s degree,19.0,35-44 years old,Man,121518.0
36539,France,Less than a Bachelors,14.0,25-34 years old,Man,35192.0
36540,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,87948.0
36543,Other,Bachelor’s degree,5.0,25-34 years old,Man,54388.0
36544,Germany,Less than a Bachelors,5.0,25-34 years old,Man,37116.0
36546,India,Bachelor’s degree,6.0,25-34 years old,Man,45140.0
36548,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,35-44 years old,Man,45230.0
36550,Other,Less than a Bachelors,10.0,35-44 years old,Man,46788.0
36553,Germany,Less than a Bachelors,10.0,35-44 years old,Man,90647.0
36554,Poland,Master’s degree,15.0,35-44 years old,Man,71484.0
36562,France,Bachelor’s degree,15.0,35-44 years old,Man,44796.0
36569,Greece,Master’s degree,3.0,25-34 years old,Man,19196.0
36572,India,Master’s degree,7.0,25-34 years old,Man,15477.0
36573,Spain,Bachelor’s degree,4.0,25-34 years old,Man,29860.0
36575,Australia,Less than a Bachelors,2.0,25-34 years old,Man,119603.0
36576,Netherlands,Master’s degree,15.0,35-44 years old,Man,95979.0
36578,Other,Bachelor’s degree,7.0,45-54 years old,Man,17976.0
36584,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,18-24 years old,Man,69102.0
36585,Germany,Master’s degree,13.0,25-34 years old,Man,76783.0
36587,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,25-34 years old,Man,58799.0
36588,Australia,Bachelor’s degree,3.0,25-34 years old,Man,127388.0
36589,Sweden,Master’s degree,5.0,25-34 years old,Man,67044.0
36590,Other,Bachelor’s degree,6.0,25-34 years old,Man,51435.0
36593,Spain,Bachelor’s degree,6.0,25-34 years old,Man,53322.0
36594,Spain,Less than a Bachelors,12.0,35-44 years old,Man,40525.0
36597,Czech Republic,Master’s degree,4.0,25-34 years old,Man,33780.0
36598,Germany,Less than a Bachelors,0.5,18-24 years old,Man,10236.0
36599,Italy,Less than a Bachelors,1.0,18-24 years old,Man,20472.0
36601,Germany,Bachelor’s degree,15.0,35-44 years old,Man,85315.0
36603,France,Master’s degree,7.0,25-34 years old,Man,51192.0
36608,Brazil,Bachelor’s degree,5.0,25-34 years old,Man,29916.0
36610,Spain,Post grad,1.0,25-34 years old,Man,12792.0
36611,Turkey,Bachelor’s degree,6.0,25-34 years old,Man,10152.0
36615,India,Bachelor’s degree,8.0,25-34 years old,Man,25794.0
36616,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,25-34 years old,Man,57794.0
36619,United States of America,Less than a Bachelors,45.0,55-64 years old,Man,165000.0
36623,Switzerland,Master’s degree,5.0,25-34 years old,Man,93078.0
36627,Brazil,Bachelor’s degree,9.0,25-34 years old,Man,41547.0
36632,Other,Post grad,17.0,35-44 years old,Man,140772.0
36635,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,18-24 years old,Woman,75384.0
36639,Brazil,Bachelor’s degree,9.0,25-34 years old,Woman,65268.0
36641,Sweden,Bachelor’s degree,12.0,25-34 years old,Man,63994.0
36643,Spain,Bachelor’s degree,23.0,35-44 years old,Man,63986.0
36645,Other,Less than a Bachelors,4.0,18-24 years old,Man,25000.0
36646,Argentina,Bachelor’s degree,18.0,35-44 years old,Man,69318.0
36648,Other,Less than a Bachelors,10.0,25-34 years old,Man,51192.0
36650,Australia,Post grad,9.0,35-44 years old,Man,75725.0
36654,Romania,Bachelor’s degree,14.0,25-34 years old,Man,63420.0
36660,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,25-34 years old,Man,56538.0
36662,Brazil,Less than a Bachelors,7.0,25-34 years old,Man,11472.0
36667,Austria,Less than a Bachelors,1.0,18-24 years old,Man,35832.0
36671,Other,Less than a Bachelors,4.0,18-24 years old,Man,53962.0
36674,Germany,Master’s degree,7.0,35-44 years old,Woman,85315.0
36675,Other,Bachelor’s degree,1.0,25-34 years old,Woman,14352.0
36676,Other,Bachelor’s degree,7.0,25-34 years old,Man,62400.0
36678,Italy,Less than a Bachelors,5.0,25-34 years old,Man,53322.0
36679,Brazil,Bachelor’s degree,4.0,35-44 years old,Man,24924.0
36680,Brazil,Less than a Bachelors,14.0,35-44 years old,Man,200000.0
36681,Other,Bachelor’s degree,7.0,25-34 years old,Man,44796.0
36683,Russian Federation,Post grad,19.0,35-44 years old,Man,103908.0
36685,Argentina,Less than a Bachelors,3.0,25-34 years old,Man,18180.0
36688,India,Master’s degree,5.0,25-34 years old,Man,38692.0
36689,Finland,Bachelor’s degree,9.0,25-34 years old,Man,67824.0
36691,Israel,Bachelor’s degree,6.0,25-34 years old,Man,197292.0
36693,India,Bachelor’s degree,3.0,18-24 years old,Man,19346.0
36694,Russian Federation,Master’s degree,17.0,35-44 years old,Woman,24936.0
36698,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,18-24 years old,Man,138203.0
36702,Brazil,Bachelor’s degree,7.0,25-34 years old,Man,24924.0
36709,Germany,Master’s degree,0.5,25-34 years old,Man,43511.0
36710,Portugal,Bachelor’s degree,0.5,18-24 years old,Man,35192.0
36712,United States of America,Less than a Bachelors,5.0,25-34 years old,Man,120000.0
36716,Italy,Bachelor’s degree,15.0,35-44 years old,Man,24960.0
36721,Brazil,Master’s degree,11.0,35-44 years old,Man,54840.0
36725,Canada,Bachelor’s degree,1.0,25-34 years old,Man,46850.0
36726,Brazil,Bachelor’s degree,0.5,18-24 years old,Man,11220.0
36729,Portugal,Bachelor’s degree,21.0,35-44 years old,Man,84000.0
36732,Netherlands,Bachelor’s degree,2.0,25-34 years old,Man,34548.0
36733,Belgium,Bachelor’s degree,2.0,18-24 years old,Man,34548.0
36741,Italy,Bachelor’s degree,17.0,35-44 years old,Man,138637.0
36742,Argentina,Less than a Bachelors,9.0,25-34 years old,Man,24240.0
36745,Germany,Bachelor’s degree,4.0,25-34 years old,Man,48624.0
36746,Australia,Bachelor’s degree,27.0,45-54 years old,Man,106157.0
36748,France,Master’s degree,10.0,25-34 years old,Man,51189.0
36750,Brazil,Master’s degree,1.0,25-34 years old,Man,11220.0
36752,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,25-34 years old,Man,75384.0
36753,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,25-34 years old,Man,66589.0
36755,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,18-24 years old,Man,38320.0
36759,Other,Master’s degree,9.0,25-34 years old,Man,39672.0
36761,France,Post grad,36.0,55-64 years old,Man,51192.0
36769,Germany,Post grad,12.0,35-44 years old,Man,82329.0
36771,Poland,Master’s degree,11.0,25-34 years old,Man,69372.0
36775,United States of America,Less than a Bachelors,28.0,45-54 years old,Man,92000.0
36777,Poland,Bachelor’s degree,4.0,25-34 years old,Man,37000.0
36779,Brazil,Bachelor’s degree,17.0,25-34 years old,Man,49860.0
36783,Austria,Less than a Bachelors,7.0,35-44 years old,Man,49908.0
36784,India,Bachelor’s degree,6.0,25-34 years old,Man,32243.0
36785,Switzerland,Bachelor’s degree,7.0,25-34 years old,Man,94112.0
36787,Italy,Master’s degree,12.0,35-44 years old,Man,55455.0
36788,Russian Federation,Post grad,1.0,35-44 years old,Man,10392.0
36790,Other,Less than a Bachelors,12.0,35-44 years old,Man,63986.0
36793,Argentina,Less than a Bachelors,42.0,55-64 years old,Man,45444.0
36794,Brazil,Bachelor’s degree,4.0,25-34 years old,Man,13212.0
36797,Netherlands,Master’s degree,5.0,25-34 years old,Man,52524.0
36798,Israel,Master’s degree,28.0,45-54 years old,Man,111204.0
36799,Other,Bachelor’s degree,2.0,25-34 years old,Man,30708.0
36800,Other,Less than a Bachelors,9.0,25-34 years old,Man,49020.0
36802,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,45-54 years old,Man,32666.0
36804,Hungary,Less than a Bachelors,6.0,25-34 years old,Man,33480.0
36805,Brazil,Bachelor’s degree,6.0,25-34 years old,Woman,24924.0
36806,Other,Bachelor’s degree,10.0,25-34 years old,Man,85008.0
36808,Brazil,Less than a Bachelors,5.0,18-24 years old,Man,77000.0
36809,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,25-34 years old,Man,37692.0
36813,Brazil,Less than a Bachelors,8.0,35-44 years old,Man,29916.0
36814,Brazil,Bachelor’s degree,12.0,25-34 years old,Man,103867.0
36815,United States of America,Bachelor’s degree,15.0,35-44 years old,Man,140000.0
36816,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,45-54 years old,Man,125650.0
36818,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,175000.0
36826,France,Master’s degree,12.0,35-44 years old,Man,85132.0
36835,United States of America,Post grad,14.0,55-64 years old,Man,123000.0
36845,Germany,Master’s degree,14.0,35-44 years old,Man,67188.0
36848,Brazil,Bachelor’s degree,2.0,18-24 years old,Man,29916.0
36853,United Kingdom of Great Britain and Northern Ireland,Master’s degree,30.0,45-54 years old,Man,52764.0
36854,Brazil,Less than a Bachelors,5.0,25-34 years old,Man,19620.0
36856,Pakistan,Bachelor’s degree,20.0,35-44 years old,Man,21600.0
36858,Brazil,Less than a Bachelors,12.0,25-34 years old,Woman,42372.0
36861,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,14.0,25-34 years old,Man,82920.0
36862,Germany,Master’s degree,3.0,25-34 years old,Man,53322.0
36867,Israel,Less than a Bachelors,10.0,25-34 years old,Man,132720.0
36868,Finland,Master’s degree,5.0,25-34 years old,Man,53322.0
36869,Russian Federation,Bachelor’s degree,22.0,45-54 years old,Man,22860.0
36871,Other,Bachelor’s degree,5.0,25-34 years old,Man,25224.0
36874,Netherlands,Bachelor’s degree,8.0,25-34 years old,Man,58654.0
36876,Brazil,Less than a Bachelors,1.0,18-24 years old,Man,17448.0
36878,Ukraine,Master’s degree,3.0,18-24 years old,Man,60000.0
36881,Germany,Less than a Bachelors,2.0,25-34 years old,Man,63986.0
36882,United States of America,Bachelor’s degree,1.0,18-24 years old,Man,90000.0
36885,Portugal,Master’s degree,7.0,25-34 years old,Man,55000.0
36887,France,Master’s degree,16.0,35-44 years old,Man,63986.0
36894,Other,Master’s degree,6.0,25-34 years old,Man,44208.0
36899,Brazil,Less than a Bachelors,4.0,25-34 years old,Man,29916.0
36900,Finland,Less than a Bachelors,6.0,25-34 years old,Man,44796.0
36902,Other,Less than a Bachelors,10.0,35-44 years old,Man,48000.0
36903,Other,Bachelor’s degree,3.0,18-24 years old,Man,57720.0
36904,India,Bachelor’s degree,7.0,25-34 years old,Man,35893.0
36906,Romania,Bachelor’s degree,10.0,25-34 years old,Man,49056.0
36907,United States of America,Bachelor’s degree,14.0,35-44 years old,Man,85000.0
36908,India,Master’s degree,6.0,25-34 years old,Man,14187.0
36909,Other,Master’s degree,12.0,35-44 years old,Man,21756.0
36910,Brazil,Bachelor’s degree,6.0,25-34 years old,Man,49860.0
36912,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,35-44 years old,Man,65332.0
36917,Germany,Less than a Bachelors,1.0,18-24 years old,Man,37112.0
36920,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,25-34 years old,Man,56538.0
36921,Greece,Less than a Bachelors,9.0,35-44 years old,Man,117308.0
36923,Netherlands,Post grad,25.0,45-54 years old,Man,63986.0
36927,Other,Bachelor’s degree,6.0,35-44 years old,Man,21936.0
36928,Australia,Less than a Bachelors,6.0,25-34 years old,Man,42450.0
36930,Netherlands,Bachelor’s degree,12.0,25-34 years old,Man,84170.0
36931,Other,Bachelor’s degree,5.0,25-34 years old,Man,74412.0
36938,United States of America,Less than a Bachelors,2.0,25-34 years old,Man,125000.0
36940,Norway,Master’s degree,4.0,25-34 years old,Man,71557.0
36941,Brazil,Less than a Bachelors,7.0,18-24 years old,Man,16200.0
36943,Brazil,Less than a Bachelors,2.0,25-34 years old,Man,16200.0
36945,Italy,Less than a Bachelors,14.0,45-54 years old,Man,21756.0
36946,"Iran, Islamic Republic of...",Master’s degree,10.0,25-34 years old,Man,170196.0
36947,France,Master’s degree,2.0,25-34 years old,Man,63984.0
36948,Other,Less than a Bachelors,16.0,25-34 years old,Man,60000.0
36950,Russian Federation,Master’s degree,10.0,25-34 years old,Man,62340.0
36951,Brazil,Bachelor’s degree,8.0,25-34 years old,Man,39888.0
36952,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,35-44 years old,Man,62820.0
36955,Other,Master’s degree,10.0,25-34 years old,Woman,53322.0
36956,Denmark,Bachelor’s degree,0.5,25-34 years old,Man,69516.0
36958,Czech Republic,Master’s degree,22.0,45-54 years old,Man,49368.0
36964,France,Master’s degree,10.0,25-34 years old,Man,34548.0
36965,Other,Post grad,27.0,45-54 years old,Man,42504.0
36966,Switzerland,Less than a Bachelors,11.0,25-34 years old,Man,96180.0
36967,Argentina,Less than a Bachelors,12.0,35-44 years old,Man,56556.0
36970,Brazil,Master’s degree,18.0,35-44 years old,Man,95979.0
36972,Spain,Master’s degree,10.0,25-34 years old,Man,47990.0
36974,Germany,Bachelor’s degree,2.0,25-34 years old,Man,104991.0
36976,Spain,Bachelor’s degree,15.0,35-44 years old,Man,87948.0
36978,Czech Republic,Bachelor’s degree,0.5,18-24 years old,Man,15588.0
36981,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,35-44 years old,Man,40833.0
36983,United States of America,Master’s degree,13.0,25-34 years old,Man,120000.0
36984,France,Bachelor’s degree,7.0,25-34 years old,Man,57588.0
36986,Turkey,Bachelor’s degree,17.0,35-44 years old,Man,12780.0
36987,United States of America,Master’s degree,10.0,35-44 years old,Man,133000.0
36993,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,35-44 years old,Woman,52769.0
36994,Other,Master’s degree,1.0,25-34 years old,Man,56304.0
36995,Brazil,Master’s degree,13.0,35-44 years old,Man,124640.0
37001,Germany,Less than a Bachelors,2.0,25-34 years old,Man,53322.0
37004,United States of America,Bachelor’s degree,15.0,35-44 years old,Man,169000.0
37006,Israel,Less than a Bachelors,5.0,18-24 years old,Man,89700.0
37007,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,25-34 years old,Man,47617.0
37009,United States of America,Master’s degree,2.0,25-34 years old,Man,170000.0
37011,Argentina,Post grad,6.0,25-34 years old,Man,14136.0
37014,Ukraine,Master’s degree,10.0,25-34 years old,Man,56400.0
37017,Brazil,Less than a Bachelors,0.5,18-24 years old,Man,17448.0
37018,Germany,Bachelor’s degree,8.0,25-34 years old,Man,61853.0
37019,Other,Bachelor’s degree,12.0,35-44 years old,Man,43584.0
37020,Other,Less than a Bachelors,5.0,35-44 years old,Man,20400.0
37023,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,85000.0
37024,Turkey,Less than a Bachelors,4.0,25-34 years old,Man,10524.0
37025,Switzerland,Bachelor’s degree,4.0,25-34 years old,Man,68256.0
37026,Brazil,Less than a Bachelors,4.0,25-34 years old,Man,54840.0
37030,Canada,Less than a Bachelors,15.0,35-44 years old,Man,117126.0
37031,Netherlands,Bachelor’s degree,2.0,18-24 years old,Man,40956.0
37033,Germany,Less than a Bachelors,3.0,25-34 years old,Man,53748.0
37034,Portugal,Post grad,8.0,35-44 years old,Woman,31992.0
37036,United States of America,Less than a Bachelors,35.0,55-64 years old,Man,200000.0
37039,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,98000.0
37040,Brazil,Bachelor’s degree,10.0,25-34 years old,Woman,19440.0
37042,Germany,Master’s degree,20.0,45-54 years old,Man,106644.0
37043,United States of America,Master’s degree,4.0,35-44 years old,Man,140000.0
37044,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,51623.0
37045,Germany,Master’s degree,16.0,35-44 years old,Man,99712.0
37049,United States of America,Less than a Bachelors,23.0,45-54 years old,Man,160000.0
37055,Argentina,Bachelor’s degree,0.5,25-34 years old,Man,30300.0
37057,Canada,Master’s degree,7.0,25-34 years old,Man,140000.0
37065,Spain,Less than a Bachelors,13.0,35-44 years old,Man,47990.0
37067,France,Master’s degree,5.0,25-34 years old,Man,69318.0
37070,United States of America,Bachelor’s degree,3.0,35-44 years old,Man,100000.0
37071,Brazil,Master’s degree,3.0,25-34 years old,Man,19944.0
37073,United States of America,Bachelor’s degree,2.0,18-24 years old,Woman,66500.0
37075,Germany,Less than a Bachelors,7.0,25-34 years old,Man,40956.0
37078,Brazil,Less than a Bachelors,5.0,25-34 years old,Woman,10224.0
37079,Brazil,Master’s degree,11.0,25-34 years old,Man,18324.0
37080,Germany,Less than a Bachelors,12.0,35-44 years old,Man,47352.0
37082,Italy,Less than a Bachelors,1.0,25-34 years old,Man,23040.0
37085,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,110000.0
37088,Brazil,Master’s degree,20.0,35-44 years old,Man,37392.0
37091,Spain,Master’s degree,8.0,25-34 years old,Man,74651.0
37093,India,Master’s degree,5.0,25-34 years old,Man,15477.0
37094,United States of America,Master’s degree,6.0,25-34 years old,Man,140000.0
37096,United States of America,Less than a Bachelors,3.0,35-44 years old,Woman,150000.0
37100,Other,Master’s degree,3.0,35-44 years old,Man,98148.0
37106,Other,Less than a Bachelors,15.0,35-44 years old,Man,24000.0
37107,United States of America,Less than a Bachelors,11.0,45-54 years old,Man,125000.0
37108,Austria,Master’s degree,8.0,25-34 years old,Man,74651.0
37111,United States of America,Bachelor’s degree,10.0,45-54 years old,Man,125000.0
37113,Pakistan,Bachelor’s degree,18.0,35-44 years old,Man,41892.0
37114,Netherlands,Less than a Bachelors,20.0,35-44 years old,Man,11520.0
37115,United States of America,Less than a Bachelors,7.0,25-34 years old,Man,140000.0
37117,Canada,Bachelor’s degree,3.0,25-34 years old,Man,99167.0
37119,Other,Less than a Bachelors,2.0,25-34 years old,Man,17448.0
37120,Brazil,Bachelor’s degree,20.0,35-44 years old,Man,145414.0
37121,United States of America,Bachelor’s degree,7.0,35-44 years old,Man,165000.0
37122,Brazil,Post grad,16.0,35-44 years old,Man,37392.0
37123,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,125000.0
37124,Greece,Less than a Bachelors,6.0,25-34 years old,Man,53322.0
37125,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,35-44 years old,Man,72672.0
37128,Switzerland,Bachelor’s degree,10.0,25-34 years old,Man,103419.0
37130,United States of America,Bachelor’s degree,4.0,18-24 years old,Man,100000.0
37131,United States of America,Master’s degree,16.0,35-44 years old,Man,200000.0
37136,United States of America,Less than a Bachelors,11.0,35-44 years old,Man,196000.0
37137,Germany,Master’s degree,8.0,25-34 years old,Man,71984.0
37140,United States of America,Bachelor’s degree,2.0,25-34 years old,Man,82500.0
37141,United States of America,Master’s degree,23.0,45-54 years old,Man,200000.0
37142,United States of America,Bachelor’s degree,14.0,35-44 years old,Man,130000.0
37143,United States of America,Less than a Bachelors,1.0,18-24 years old,Man,75000.0
37144,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,25-34 years old,Man,119357.0
37148,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,150000.0
37150,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,154000.0
37152,Brazil,Master’s degree,3.0,35-44 years old,Woman,19944.0
37153,Other,Less than a Bachelors,8.0,35-44 years old,Man,60720.0
37154,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,145000.0
37157,United States of America,Bachelor’s degree,14.0,25-34 years old,Man,165000.0
37163,Canada,Less than a Bachelors,11.0,25-34 years old,Man,78084.0
37166,United States of America,Master’s degree,7.0,25-34 years old,Man,183000.0
37167,Poland,Bachelor’s degree,3.0,18-24 years old,Man,69372.0
37168,Russian Federation,Master’s degree,11.0,35-44 years old,Man,103908.0
37172,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,93000.0
37173,United States of America,Master’s degree,11.0,25-34 years old,Man,132000.0
37175,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,130000.0
37177,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,35-44 years old,Man,47743.0
37178,Poland,Less than a Bachelors,11.0,25-34 years old,Man,61056.0
37179,Netherlands,Less than a Bachelors,6.0,25-34 years old,Man,67186.0
37180,United States of America,Bachelor’s degree,13.0,25-34 years old,Man,190000.0
37181,Other,Less than a Bachelors,0.5,18-24 years old,Man,10680.0
37184,United States of America,Master’s degree,2.0,18-24 years old,Man,90000.0
37185,United States of America,Less than a Bachelors,0.5,25-34 years old,Woman,75000.0
37186,United States of America,Master’s degree,2.0,25-34 years old,Man,100000.0
37189,Canada,Less than a Bachelors,0.5,25-34 years old,Man,117126.0
37192,France,Master’s degree,4.0,18-24 years old,Man,35726.0
37193,Canada,Bachelor’s degree,12.0,25-34 years old,Man,85893.0
37194,Canada,Bachelor’s degree,7.0,25-34 years old,Man,109318.0
37198,United States of America,Master’s degree,14.0,25-34 years old,Man,153000.0
37201,Switzerland,Bachelor’s degree,6.0,25-34 years old,Man,103419.0
37206,Canada,Master’s degree,9.0,25-34 years old,Man,93701.0
37207,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,35-44 years old,Man,75384.0
37208,Germany,Master’s degree,9.0,25-34 years old,Man,57588.0
37211,Argentina,Less than a Bachelors,31.0,55-64 years old,Man,90000.0
37212,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,72000.0
37213,United States of America,Master’s degree,5.0,35-44 years old,Man,82500.0
37215,United States of America,Less than a Bachelors,30.0,55-64 years old,Woman,137500.0
37217,France,Master’s degree,3.0,35-44 years old,Woman,40525.0
37218,Germany,Master’s degree,8.0,25-34 years old,Man,106644.0
37219,United States of America,Bachelor’s degree,15.0,45-54 years old,Man,130000.0
37221,Brazil,Bachelor’s degree,2.0,35-44 years old,Woman,23676.0
37223,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,25-34 years old,Man,75384.0
37224,Portugal,Bachelor’s degree,23.0,45-54 years old,Man,38388.0
37225,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,140000.0
37230,Other,Master’s degree,10.0,35-44 years old,Man,48000.0
37231,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,111000.0
37232,Brazil,Bachelor’s degree,4.0,25-34 years old,Man,33237.0
37235,Poland,Master’s degree,10.0,25-34 years old,Man,33156.0
37236,United States of America,Bachelor’s degree,6.0,25-34 years old,Man,114000.0
37237,United States of America,Post grad,12.0,45-54 years old,Man,168000.0
37238,Netherlands,Bachelor’s degree,4.0,25-34 years old,Man,47352.0
37240,United States of America,Bachelor’s degree,10.0,35-44 years old,Man,150000.0
